Plan,Size,N,Addon,Key,Live_pct,Sug_pct,List,Sale,Sticker,Net,Attach,Extra,Left,E_left,E_rev,Book_left,Book_rev,Sug_sticker,Sug_left,Sug_e_left,Sug_book_left,Challenge_left,E_used
2-Step Pro,50000,14,News trading,news,0.15,0.15,245,159,37,24.05,0.28,1.325423474223783,17.91457652577622,5.016081427217342,6.734000000000001,70.22513998104279,94.27600000000001,37,17.91457652577622,5.016081427217342,70.22513998104279,17.2800072817475,66.27117371118915
2-Step Pro,50000,14,Weekend holding,weekend,0.18,0.18,245,159,44,28.6,0.2,2.650846948447566,20.229153051552437,4.045830610310488,5.720000000000001,56.64162854434683,80.08000000000001,44,20.229153051552437,4.045830610310488,56.64162854434683,17.2800072817475,66.27117371118915
2-Step Pro,50000,14,Weekly 70% split,weekly,0.06,0.06,245,159,15,9.75,0.12,3.3135586855594577,4.486441314440543,0.5383729577328652,1.17,7.5372214082601126,16.38,15,4.486441314440543,0.5383729577328652,7.5372214082601126,17.2800072817475,66.27117371118915
2-Step Pro,50000,14,On-demand 90% split,ondemand,0.2,0.2,245,159,49,31.85,0.16,8.283896713898644,17.196103286101362,2.751376525776218,5.096,38.51927136086705,71.344,49,17.196103286101362,2.751376525776218,38.51927136086705,17.2800072817475,66.27117371118915
2-Step Pro,100000,10,News trading,news,0.15,0.15,445,289,67,43.550000000000004,0.28,2.650846948447566,32.18915305155244,9.012962854434683,12.194000000000003,90.12962854434683,121.94000000000003,67,32.18915305155244,9.012962854434683,90.12962854434683,32.910184692198044,132.5423474223783
2-Step Pro,100000,10,Weekend holding,weekend,0.18,0.18,445,289,80,52.0,0.2,5.301693896895132,36.29830610310487,7.259661220620974,10.4,72.59661220620974,104.0,80,36.29830610310487,7.259661220620974,72.59661220620974,32.910184692198044,132.5423474223783
2-Step Pro,100000,10,Weekly 70% split,weekly,0.06,0.06,445,289,27,17.55,0.12,6.627117371118915,7.412882628881086,0.8895459154657303,2.106,8.895459154657303,21.06,27,7.412882628881086,0.8895459154657303,8.895459154657303,32.910184692198044,132.5423474223783
2-Step Pro,100000,10,On-demand 90% split,ondemand,0.2,0.2,445,289,89,57.85,0.16,16.567793427797287,29.712206572202714,4.753953051552434,9.256,47.53953051552435,92.56,89,29.712206572202714,4.753953051552434,47.53953051552435,32.910184692198044,132.5423474223783
2-Step Pro,200000,5,News trading,news,0.15,0.15,888,577,133,86.45,0.28,5.301693896895132,63.85830610310488,17.880325708869368,24.206000000000003,89.40162854434683,121.03000000000002,133,63.85830610310488,17.880325708869368,89.40162854434683,86.5705395130991,265.0846948447566
2-Step Pro,200000,5,Weekend holding,weekend,0.18,0.18,888,577,160,104.0,0.2,10.603387793790263,72.59661220620974,14.519322441241949,20.8,72.59661220620974,104.0,160,72.59661220620974,14.519322441241949,72.59661220620974,86.5705395130991,265.0846948447566
2-Step Pro,200000,5,Weekly 70% split,weekly,0.06,0.06,888,577,53,34.45,0.12,13.25423474223783,14.305765257762172,1.7166918309314605,4.134,8.583459154657302,20.67,53,14.305765257762172,1.7166918309314605,8.583459154657302,86.5705395130991,265.0846948447566
2-Step Pro,200000,5,On-demand 90% split,ondemand,0.2,0.2,888,577,178,115.7,0.16,33.135586855594575,59.42441314440543,9.507906103104869,18.512,47.53953051552435,92.56,178,59.42441314440543,9.507906103104869,47.53953051552435,86.5705395130991,265.0846948447566
